tweet_id,favorite_count,retweet_count
838201503651401729,0,9156
838150277551247360,1567,301
838085839343206401,133,1
838083903487373313,16431,2831
837820167694528512,31772,7135
837482249356513284,3598,405
837471256429613056,11965,2058
837110210464448512,15051,2174
836989968035819520,11924,2107
836753516572119041,18090,4255
836677758902222849,11824,2019
836648853927522308,0,506
836397794269200385,0,25011
836380477523124226,13880,2745
836260088725786625,19916,3974
836001077879255040,17862,3878
835685285446955009,0,7405
835574547218894849,16612,3291
835536468978302976,0,1539
835309094223372289,0,19111
835297930240217089,15402,2733
835264098648616962,7215,1539
835246439529840640,1988,63
835172783151792128,24523,5285
835152434251116546,20904,2755
834931633769889797,10079,1486
834786237630337024,20181,5102
834574053763584002,12786,2305
834477809192075265,0,9742
834458053273591808,9018,1543
834209720923721728,19201,4317
834167344700198914,14805,3354
834089966724603904,9429,1960
834086379323871233,12218,2037
833863086058651648,12595,2204
833826103416520705,17043,3482
833732339549220864,0,203
833722901757046785,19640,2992
833479644947025920,13975,1885
833124694597443584,18955,4432
832998151111966721,12403,2007
832769181346996225,0,38
832757312314028032,15820,3312
832682457690300417,11113,2660
832645525019123713,2730,484
832636094638288896,14859,2553
832397543355072512,11215,2034
832369877331693569,16042,2913
832273440279240704,10632,2139
832215909146226688,0,5706
832215726631055365,0,8565
832088576586297345,59,2
832040443403784192,0,8798
832032802820481025,16733,4293
831939777352105988,22429,5644
831926988323639298,319,34
831911600680497154,25775,5956
831670449226514432,9767,1686
831650051525054464,6667,1782
831552930092285952,8439,2155
831322785565769729,8732,1439
831315979191906304,6161,1036
831309418084069378,11062,2256
831262627380748289,11129,1884
830956169170665475,7493,1373
830583320585068544,62254,15372
830173239259324417,0,5224
830097400375152640,9134,2686
829878982036299777,0,4589
829861396166877184,11493,1790
829501995190984704,29816,9742
829449946868879360,9847,1854
829141528400556032,22859,6746
829011960981237760,50158,15055
828801551087042563,0,3150
828770345708580865,24017,5378
828708714936930305,34155,10292
828650029636317184,8931,1232
828409743546925057,6031,1078
828408677031882754,7233,1182
828381636999917570,11832,2054
828376505180889089,6968,990
828372645993398273,11841,2720
828361771580813312,2063,165
828046555563323392,11024,2647
828011680017821696,9746,1981
827933404142436356,18788,4812
827653905312006145,14551,2787
827600520311402496,7047,863
827324948884643840,14903,2798
827199976799354881,9969,2056
826958653328592898,20263,4589
826848821049180160,33956,9306
826615380357632002,0,3669
826598799820865537,4844,229
826598365270007810,9419,2173
826476773533745153,17326,3882
826240494070030336,12494,2410
826204788643753985,4585,855
826115272272650244,14702,2857
825876512159186944,9900,1733
825829644528148480,11986,2324
825535076884762624,53818,16304
825147591692263424,17207,4167
825120256414846976,0,1165
825026590719483904,5889,1165
824796380199809024,0,5078
824775126675836928,14016,3259
824663926340194305,9918,1635
824325613288833024,11142,9854
824297048279236611,14180,3553
824025158776213504,4567,556
823939628516474880,10036,2523
823719002937630720,0,10312
823699002998870016,13166,2330
823581115634085888,12220,2433
823333489516937216,662,22
823322678127919110,14777,3703
823269594223824897,0,9183
822975315408461824,16324,3188
822872901745569793,123699,39761
822859134160621569,12411,2104
822647212903690241,0,5932
822610361945911296,13930,2720
822489057087389700,17059,5932
822462944365645825,26212,13080
822244816520155136,33006,9183
822163064745328640,0,4352
821886076407029760,10645,2131
821813639212650496,0,3115
821765923262631936,7886,1553
821522889702862852,7545,1625
821421320206483457,0,5109
821407182352777218,11069,3978
821153421864615936,236,8
821149554670182400,8084,1818
821107785811234820,9032,1963
821044531881721856,11909,2115
820837357901512704,0,6214
820749716845686786,29726,9156
820690176645140481,11559,2990
820494788566847489,0,521
820446719150292993,0,2383
820314633777061888,3152,521
820078625395449857,18574,5762
820013781606658049,0,1079
819952236453363712,5006,1079
819924195358416896,12199,4528
819711362133872643,12581,2857
819588359383371776,9129,1865
819347104292290561,6810,1115
819238181065359361,2133,378
819227688460238848,21732,6214
819015337530290176,0,34420
819015331746349057,0,17723
819006400881917954,42885,17723
819004803107983360,82412,34420
818646164899774465,0,19361
818627210458333184,21163,7037
818614493328580609,9275,2345
818588835076603904,0,5669
818536468981415936,10241,2263
818307523543449600,0,7420
818259473185828864,10383,2073
818145370475810820,11586,2361
817908911860748288,4596,738
817827839487737858,48446,25011
817777686764523521,10193,2513
817536400337801217,11080,2720
817502432452313088,0,3131
817423860136083457,31735,13528
817415592588222464,5283,885
817181837579653120,0,7834
817171292965273600,8282,1857
817120970343411712,11506,2404
817056546584727552,8109,1509
816829038950027264,0,4371
816816676327063552,9448,1885
816697700272001025,9213,2046
816450570814898180,28573,7420
816336735214911488,8149,1793
816091915477250048,8463,1978
816062466425819140,0,942
816014286006976512,0,4861
815990720817401858,4679,942
815966073409433600,21060,7834
815745968457060357,0,3842
815736392542261248,9278,2108
815639385530101762,7800,1547
815390420867969024,9797,3551
814986499976527872,7239,1183
814638523311648768,10662,2515
814578408554463233,0,5438
814530161257443328,8192,1732
814153002265309185,27160,8075
813944609378369540,0,2943
813910438903693312,8829,1725
813812741911748608,34517,12989
813800681631023104,7865,1640
813217897535406080,17623,6824
813202720496779264,8742,1700
813187593374461952,18760,4030
813172488309972993,8778,1801
813157409116065792,7355,2059
813142292504645637,8058,2237
813130366689148928,4252,418
813127251579564032,11177,2912
813112105746448384,9770,2555
813096984823349248,10003,3368
813081950185472002,9399,2586
813066809284972545,7527,1821
813051746834595840,19866,6818
812781120811126785,7127,1783
812709060537683968,6273,1347
812503143955202048,5722,1147
812466873996607488,7556,1795
812372279581671427,12892,3410
811985624773361665,6893,1304
811744202451197953,7129,1467
811647686436880384,5300,680
811627233043480576,12033,2837
811386762094317568,19798,5956
810984652412424192,5038,1325
810896069567610880,8503,1637
810657578271330305,10396,2460
810284430598270976,33196,10463
810254108431155201,13931,3150
809920764300447744,14740,3669
809808892968534016,0,4557
809448704142938112,6588,1361
809220051211603969,18811,5224
809084759137812480,12523,3283
808838249661788160,9618,2856
808733504066486276,7470,2028
808501579447930884,10723,2449
808344865868283904,40045,19361
808134635716833280,0,5490
808106460588765185,8368,2062
808001312164028416,11808,3295
807621403335917568,13808,3373
807106840509214720,111219,51432
807059379405148160,0,6864
807010152071229440,12427,3614
806629075125202948,70326,32233
806620845233815552,0,5124
806576416489959424,4647,1818
806542213899489280,9704,2209
806242860592926720,0,10836
806219024703037440,6116,1130
805958939288408065,0,4991
805932879469572096,7856,1794
805826884734976000,6216,1710
805823200554876929,0,7432
805520635690676224,5463,1547
805487436403003392,8319,2369
805207613751304193,7456,1622
804738756058218496,12939,3589
804475857670639616,5823,1885
804413760345620481,0,2999
804026241225523202,41920,14969
803773340896923648,9516,2577
803692223237865472,0,6897
803638050916102144,10344,3872
803380650405482500,7363,1763
803321560782307329,0,4937
803276597545603072,9504,2289
802952499103731712,8553,1865
802624713319034886,0,2715
802600418706604034,6746,1377
802572683846291456,8492,2348
802323869084381190,15297,5455
802265048156610565,6601,1288
802239329049477120,8625,2449
802185808107208704,0,250
801854953262350336,1720,218
801538201127157760,7795,1946
801285448605831168,5719,770
801167903437357056,23103,5490
801127390143516673,0,3689
801115127852503040,7660,1981
800859414831898624,645,90
800855607700029440,0,1511
800751577355128832,10065,2616
800513324630806528,12455,2813
800459316964663297,9019,2054
800443802682937345,0,4009
800388270626521089,10574,2628
800188575492947969,0,3680
800141422401830912,14473,2383
800018252395122689,26806,12256
799774291445383169,0,4351
799757965289017345,7948,1998
799422933579902976,7670,1792
799308762079035393,0,5057
799297110730567681,9362,2549
799063482566066176,7675,2333
798933969379225600,12384,4140
798925684722855936,7147,1355
798705661114773508,0,6184
798701998996647937,0,7207
798697898615730177,0,6072
798694562394996736,0,4626
798686750113755136,0,2172
798682547630837760,0,4416
798673117451325440,0,5201
798665375516884993,0,3667
798644042770751489,0,1736
798628517273620480,0,1856
798585098161549313,0,5250
798576900688019456,0,5455
798340744599797760,0,3130
798209839306514432,9894,2418
797971864723324932,10920,2881
797545162159308800,13837,4602
797236660651966464,18868,6129
797165961484890113,212,24
796904159865868288,0,8327
796865951799083009,7285,1825
796759840936919040,11171,2820
796563435802726400,0,6704
796484825502875648,7166,1644
796387464403357696,10424,3876
796177847564038144,0,13321
796149749086875649,30409,13321
796125600683540480,4723,1680
796116448414461957,8613,2243
796080075804475393,7999,2158
796031486298386433,10237,3490
795464331001561088,46611,21870
795400264262053889,9473,2674
795076730285391872,15293,5078
794983741416415232,0,3145
794926597468000259,9647,2152
794355576146903043,0,9627
794332329137291264,9104,2530
794205286408003585,8746,3102
793962221541933056,15858,4557
793845145112371200,8740,1739
793614319594401792,0,2917
793601777308463104,7557,1510
793500921481273345,10086,2223
793286476301799424,23282,8565
793271401113350145,8230,2237
793256262322548741,18869,7769
793241302385262592,9954,3063
793226087023144960,9252,2705
793210959003287553,8446,2600
793195938047070209,14393,5255
793180763617361921,6541,1857
793165685325201412,8875,2618
793150605191548928,5831,1592
793135492858580992,6056,2347
793120401413079041,11980,3666
792913359805018113,13542,3697
792883833364439040,10678,3991
792773781206999040,6980,1567
792394556390137856,12672,4001
792050063153438720,6759,1664
791821351946420224,0,19619
791784077045166082,0,8847
791780927877898241,0,3544
791774931465953280,42612,20675
791672322847637504,11116,2917
791406955684368384,12457,3842
791312159183634433,8297,2356
791026214425268224,0,3789
790987426131050500,9279,1981
790946055508652032,15822,4371
790723298204217344,0,2138
790698755171364864,7781,1796
790581949425475584,19491,6618
790337589677002753,7405,1763
790277117346975746,11859,2943
790227638568808452,0,3294
789986466051088384,8779,2138
789960241177853952,0,3808
789903600034189313,9755,3871
789628658055020548,7059,1637
789599242079838210,6359,1786
789530877013393408,11052,3145
789314372632018944,8177,2130
789280767834746880,0,4572
789268448748703744,8626,2434
789137962068021249,9203,2598
788908386943430656,25990,11672
788765914992902144,25828,9627
788552643979468800,0,6632
788412144018661376,14669,4906
788178268662984705,6873,1967
788150585577050112,5780,1196
788070120937619456,0,3200
788039637453406209,5772,1219
787810552592695296,8125,2831
787717603741622272,9687,2577
787397959788929025,10296,2654
787322443945877504,7370,1621
787111942498508800,0,6276
786963064373534720,25204,7405
786729988674449408,0,2269
786709082849828864,17320,5706
786664955043049472,10022,2358
786595970293370880,8953,2902
786363235746385920,10254,3205
786286427768250368,7545,2634
786233965241827333,14359,4352
786051337297522688,1350,145
786036967502913536,0,6479
785927819176054784,10771,2974
785872687017132033,6319,1667
785639753186217984,7429,2098
785533386513321988,8554,1831
785515384317313025,5774,1155
785264754247995392,6888,1512
785170936622350336,11327,4475
784826020293709826,9549,2999
784517518371221505,8468,2355
784431430411685888,5430,1181
784183165795655680,18887,7432
784057939640352768,28000,10312
783839966405230592,28296,9998
783821107061198850,6953,1820
783695101801398276,9832,2980
783466772167098368,7943,2071
783391753726550016,15951,5071
783347506784731136,0,5129
783334639985389568,27387,10836
783085703974514689,7709,2017
782969140009107456,22742,6864
782747134529531904,7052,1314
782722598790725632,16228,4991
782598640137187329,7362,1763
782305867769217024,15658,5109
782021823840026624,0,5707
781955203444699136,10534,3125
781661882474196992,9841,2509
781655249211752448,3763,1047
781524693396357120,19522,5124
781308096455073793,6716,2375
781251288990355457,7895,1920
781163403222056960,9241,2572
780931614150983680,20432,6704
780858289093574656,6776,1855
780800785462489090,5176,1198
780601303617732608,11396,3115
780543529827336192,5935,1623
780496263422808064,0,3409
780476555013349377,0,103
780459368902959104,4981,999
780192070812196864,8184,2075
780092040432480260,0,2120
780074436359819264,11387,4554
779834332596887552,17699,6479
779377524342161408,8231,2873
779124354206535695,0,16935
779056095788752897,13838,4191
778990705243029504,18693,6630
778774459159379968,0,9109
778764940568104960,819,337
778748913645780993,6444,1202
778650543019483137,5406,1384
778624900596654080,4330,940
778408200802557953,12832,3992
778396591732486144,0,11285
778383385161035776,5488,1018
778286810187399168,9713,3051
778039087836069888,7958,2453
778027034220126208,6176,1490
777953400541634568,0,3253
777885040357281792,5980,1511
777684233540206592,10580,2715
777641927919427584,0,3904
777621514455814149,8194,2329
777189768882946048,13267,3972
776819012571455488,0,12536
776813020089548800,4596,1109
776477788987613185,8218,2546
776249906839351296,0,8414
776218204058357768,28011,14639
776201521193218049,8998,2328
776113305656188928,11075,4009
776088319444877312,1711,141
775898661951791106,0,15459
775842724423557120,11003,2453
775733305207554048,13031,3689
775729183532220416,12236,4260
775364825476165632,6920,2707
775350846108426240,9544,3612
775085132600442880,14582,4351
774757898236878852,8109,1650
774639387460112384,6345,1610
774314403806253056,20469,5057
773985732834758656,10124,3573
773922284943896577,6044,1615
773704687002451968,6220,1494
773670353721753600,5044,1220
773547596996571136,20762,5669
773336787167145985,0,4652
773308824254029826,21909,6925
773247561583001600,8856,2991
773191612633579521,9354,3790
772877495989305348,8024,3568
772826264096874500,7553,2199
772615324260794368,0,3104
772581559778025472,6086,1578
772193107915964416,5664,1285
772152991789019136,3580,1048
772117678702071809,3536,685
772114945936949249,2576,440
772102971039580160,3763,861
771908950375665664,6161,1748
771770456517009408,11244,3130
771500966810099713,7737,2413
771380798096281600,9883,4652
771171053431250945,0,6867
771136648247640064,8576,2699
771102124360998913,5846,1324
771014301343748096,6465,1533
770787852854652928,4605,1099
770772759874076672,4876,1320
770655142660169732,6902,1660
770414278348247044,5921,1921
770293558247038976,5837,1351
770093767776997377,0,2801
770069151037685760,7121,2115
769940425801170949,29198,8798
769695466921623552,6026,1557
769335591808995329,0,7103
769212283578875904,5069,1592
768970937022709760,13355,5971
768909767477751808,0,2427
768855141948723200,3920,819
768609597686943744,3845,1093
768596291618299904,4723,1183
768554158521745409,0,5365
768473857036525572,12739,3149
768193404517830656,10144,3253
767884188863397888,4455,1261
767754930266464257,14939,4937
767500508068192258,7024,2140
767191397493538821,11488,3455
767122157629476866,9520,2628
766793450729734144,4727,1249
766714921925144576,2459,345
766693177336135680,3783,727
766423258543644672,5614,1449
766313316352462849,6324,1727
766078092750233600,0,2410
766069199026450432,3925,770
766008592277377025,3524,456
765719909049503744,6785,1983
765669560888528897,4843,1127
765395769549590528,25045,3096
765371061932261376,6660,1997
765222098633691136,10892,3104
764857477905154048,6063,1642
764259802650378240,5621,1382
763956972077010945,730,49
763837565564780549,11719,3789
763183847194451968,5044,1352
763167063695355904,0,2740
763103485927849985,6904,2109
762699858130116608,11328,3294
762471784394268675,10485,5879
762464539388485633,9615,3808
762316489655476224,4491,1027
762035686371364864,29722,14231
761976711479193600,5029,1816
761750502866649088,0,3571
761745352076779520,4005,792
761672994376806400,46139,26616
761599872357261312,3873,1096
761371037149827077,0,16579
761334018830917632,4811,1332
761292947749015552,4173,998
761227390836215808,4981,1437
761004547850530816,10618,3200
760893934457552897,3565,885
760656994973933572,6158,1742
760641137271070720,4658,1185
760539183865880579,7057,3323
760521673607086080,3911,1278
760290219849637889,25001,10526
760252756032651264,3694,795
760190180481531904,5331,1641
760153949710192640,0,28
759943073749200896,5512,1924
759846353224826880,6265,1792
759793422261743616,5563,1756
759557299618865152,4388,1100
759447681597108224,7918,2269
759446261539934208,1559,453
759197388317847553,5684,1797
759159934323924993,0,1065
759099523532779520,13584,3804
759047813560868866,6056,1844
758854675097526272,3315,838
758828659922702336,10444,3538
758740312047005698,5367,1496
758474966123810816,3543,911
758467244762497024,4460,2025
758405701903519748,4858,1756
758355060040593408,3144,956
758099635764359168,17645,9109
758041019896193024,2523,338
757741869644341248,6386,3014
757729163776290825,0,7180
757725642876129280,4245,1108
757611664640446465,4282,1004
757597904299253760,0,277
757596066325864448,4061,954
757400162377592832,14107,6295
757393109802180609,5429,1574
757354760399941633,4199,1298
756998049151549440,5857,1829
756939218950160384,6190,1831
756651752796094464,4685,1190
756526248105566208,9680,3287
756303284449767430,3682,1002
756288534030475264,41080,16252
756275833623502848,5961,1402
755955933503782912,6810,2615
755206590534418437,15261,4888
755110668769038337,19672,10148
754874841593970688,0,7216
754856583969079297,6429,2306
754747087846248448,2410,476
754482103782404096,4918,1785
754449512966619136,3494,671
754120377874386944,7366,2155
753655901052166144,5435,1983
753420520834629632,7315,3227
753398408988139520,5338,1723
753375668877008896,7114,2120
753298634498793472,0,5186
753294487569522689,3117,955
753039830821511168,34499,19111
753026973505581056,3641,874
752932432744185856,11724,6276
752917284578922496,6491,1437
752701944171524096,0,2605
752682090207055872,5579,1454
752660715232722944,4065,1418
752568224206688256,5105,2077
752519690950500352,6834,3144
752334515931054080,3582,1006
752309394570878976,0,14858
752173152931807232,5529,1665
751950017322246144,2842,830
751937170840121344,4818,1195
751830394383790080,5424,1782
751793661361422336,5377,2607
751598357617971201,7388,2821
751583847268179968,4089,1001
751538714308972544,4701,1143
751456908746354688,2994,920
751251247299190784,11699,5371
751205363882532864,5887,1659
751132876104687617,4716,1179
750868782890057730,4438,1241
750719632563142656,12224,4572
750506206503038976,4123,1044
750429297815552001,12273,3904
750383411068534784,4254,1038
750381685133418496,666,26
750147208377409536,2898,873
750132105863102464,3353,1174
750117059602808832,4036,1204
750101899009982464,2836,773
750086836815486976,2021,490
750071704093859840,7228,3021
750056684286914561,2946,817
750041628174217216,2953,565
750026558547456000,2520,717
750011400160841729,2998,819
749996283729883136,2821,754
749981277374128128,4768,2270
749774190421639168,4339,1205
749417653287129088,5656,1505
749403093750648834,2431,489
749395845976588288,7939,3143
749317047558017024,5082,2039
749075273010798592,5349,1878
749064354620928000,4488,1400
749036806121881602,2872,728
748977405889503236,9994,3121
748932637671223296,5395,2052
748705597323898880,2577,872
748699167502000129,4396,1452
748692773788876800,3944,1223
748575535303884801,5617,1799
748568946752774144,2040,606
748346686624440324,4837,1119
748337862848962560,7033,3722
748324050481647620,3441,689
748307329658011649,3434,652
748220828303695873,13101,7080
747963614829678593,5364,1950
747933425676525569,6157,2346
747885874273214464,2712,876
747844099428986880,2620,673
747816857231626240,4488,1053
747651430853525504,1270,143
747648653817413632,11927,5303
747600769478692864,2164,520
747594051852075008,3414,946
747512671126323200,5109,1470
747461612269887489,3580,938
747439450712596480,5024,1749
747242308580548608,0,2617
747219827526344708,4875,1433
747204161125646336,3117,828
747103485104099331,8853,3611
746906459439529985,2708,269
746872823977771008,5548,1935
746818907684614144,4938,1591
746790600704425984,4507,1456
746757706116112384,8811,3544
746726898085036033,5617,1633
746542875601690625,4675,1740
746521445350707200,0,898
746507379341139972,4332,989
746369468511756288,5745,1482
746131877086527488,6370,1991
746056683365994496,3313,737
745789745784041472,3653,961
745712589599014916,6483,2118
745433870967832576,6524,2300
745422732645535745,7929,2190
745314880350101504,6585,2472
745074613265149952,7244,3175
745057283344719872,6736,2047
744995568523612160,2732,566
744971049620602880,7277,2435
744709971296780288,5209,1430
744334592493166593,6322,1924
744234799360020481,144274,70342
744223424764059648,1530,323
743980027717509120,3884,1000
743895849529389061,3395,875
743835915802583040,0,1861
743609206067040256,4150,1268
743595368194129920,16897,5936
743545585370791937,3266,859
743510151680958465,7396,3409
743253157753532416,3920,1114
743222593470234624,5716,1728
743210557239623680,3549,1232
742534281772302336,6538,3265
742528092657332225,4089,1790
742465774154047488,6729,3584
742423170473463808,9066,3409
742385895052087300,6268,1771
742161199639494656,3987,1238
742150209887731712,4696,1393
741793263812808706,4208,1380
741743634094141440,7532,2486
741438259667034112,3405,744
741303864243200000,8105,2907
741099773336379392,9196,5002
741067306818797568,8834,2801
740995100998766593,5807,2459
740711788199743490,3140,858
740699697422163968,2646,705
740676976021798912,16788,6184
740373189193256964,32475,12090
740365076218183684,2244,384
740359016048689152,3043,794
740214038584557568,6169,1778
739979191639244800,18453,5365
739932936087216128,3745,982
739844404073074688,3515,785
739623569819336705,3491,1236
739606147276148736,4974,1487
739544079319588864,36365,19193
739485634323156992,6583,2633
739238157791694849,106819,52641
738891149612572673,89,6
738885046782832640,3494,1042
738883359779196928,3035,719
738537504001953792,4693,1392
738402415918125056,3000,737
738184450748633089,3963,1103
738166403467907072,8050,3024
738156290900254721,2278,581
737826014890496000,4820,1601
737800304142471168,9241,3161
737678689543020544,4624,1192
737445876994609152,9418,4040
737322739594330112,3316,728
737310737551491075,13483,6727
736736130620620800,3867,1537
736392552031657984,16288,6632
736365877722001409,3652,1110
736225175608430592,7469,2534
736010884653420544,7226,2694
735991953473572864,3290,1032
735648611367784448,3721,1005
735635087207878657,5648,2135
735274964362878976,12014,4530
735256018284875776,3054,801
735137028879360001,2874,877
734912297295085568,2537,471
734787690684657664,11532,5740
734776360183431168,2313,487
734559631394082816,1373,353
733828123016450049,3298,714
733822306246479872,3383,921
733482008106668032,2876,851
733460102733135873,3865,1135
733109485275860992,49230,15459
732732193018155009,2224,481
732726085725589504,3287,794
732585889486888962,3349,712
732375214819057664,7414,2274
732005617171337216,13658,4861
731285275100512256,3215,899
731156023742988288,3541,1140
730924654643314689,5628,1781
730573383004487680,4454,1906
730427201120833536,3196,937
730211855403241472,3483,956
730196704625098752,4435,1700
